ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
217	"ENSMUSG00000031864.17"	"Ints10"	chr8	+	69276841	69276919	69277703	69277781	69274808	69274902	69279928	69282060
218	"ENSMUSG00000027671.15"	"Actl6a"	chr3	+	32766016	32766093	32766249	32766424	32762655	32763029	32768665	32768766
219	"ENSMUSG00000027671.15"	"Actl6a"	chr3	+	32774583	32774664	32776768	32776864	32774049	32774111	32779395	32779482
220	"ENSMUSG00000025373.15"	"Rnf41"	chr10	+	128264459	128264572	128271181	128271453	128250987	128251170	128272336	128272472
221	"ENSMUSG00000030165.17"	"Klrd1"	chr6	+	129570690	129570753	129572372	129572524	129570452	129570545	129573824	129573928
222	"ENSMUSG00000039621.14"	"Prex1"	chr2	-	166431429	166431566	166432353	166432439	166430873	166430979	166434120	166434269
223	"ENSMUSG00000040557.15"	"Mettl27"	chr5	+	134962326	134962455	134963142	134963278	134961475	134961701	134969310	134970577
224	"ENSMUSG00000020982.10"	"Nemf"	chr12	-	69367300	69367343	69368874	69369124	69367146	69367196	69371005	69371126
225	"ENSMUSG00000020982.10"	"Nemf"	chr12	-	69401420	69401546	69402803	69402906	69400567	69400716	69403052	69403121
226	"ENSMUSG00000029162.16"	"Khk"	chr5	+	31082082	31082199	31085786	31085859	31078774	31079351	31086864	31087011
227	"ENSMUSG00000029162.16"	"Khk"	chr5	+	31084031	31084166	31084365	31084500	31082082	31082199	31085786	31085859
228	"ENSMUSG00000028393.11"	"Alad"	chr4	-	62429104	62429160	62429760	62429849	62428930	62429018	62429938	62430022
229	"ENSMUSG00000028393.11"	"Alad"	chr4	-	62429760	62429849	62429938	62430022	62429104	62429160	62430123	62430259
230	"ENSMUSG00000087228.3"	"Gm12827"	chr4	+	117357416	117357525	117360120	117360343	117353634	117353925	117361406	117361606
231	"ENSMUSG00000015095.13"	"Fbxw5"	chr2	+	25391947	25392163	25392412	25392570	25390761	25390898	25392882	25393057
232	"ENSMUSG00000006095.13"	"Tbcb"	chr7	-	29923897	29923970	29926268	29926460	29923555	29923772	29927028	29927125
233	"ENSMUSG00000006095.13"	"Tbcb"	chr7	-	29926268	29926460	29927028	29927125	29923897	29923970	29930550	29930694
234	"ENSMUSG00000035021.14"	"Baz1a"	chr12	-	54970169	54970265	54974348	54974495	54969824	54970049	54976311	54976450
235	"ENSMUSG00000035021.14"	"Baz1a"	chr12	-	54970169	54970265	54974348	54974498	54969824	54970049	54976311	54976450
236	"ENSMUSG00000026319.14"	"Relch"	chr1	+	105668159	105668242	105668737	105668820	105663647	105663747	105669021	105669085
237	"ENSMUSG00000033096.8"	"Apmap"	chr2	-	150436221	150436337	150442163	150442280	150431952	150432045	150450307	150450487
238	"ENSMUSG00000037601.12"	"Nme1"	chr11	-	93851493	93851606	93854052	93854154	93847804	93850339	93856633	93856763
239	"ENSMUSG00000116988.2"	"Gm49673"	chr17	-	8361349	8361402	8364373	8364434	8356719	8356790	8366425	8366620
240	"ENSMUSG00000083844.11"	"Ube2d-ps"	chr11	+	5719041	5719072	5719166	5719243	5715508	5715571	5730205	5730311
241	"ENSMUSG00000039396.12"	"Neil3"	chr8	-	54052133	54052554	54058667	54058834	54041959	54042134	54060362	54060437
242	"ENSMUSG00000022952.18"	"Runx1"	chr16	-	92410486	92410648	92441041	92441233	92398353	92403012	92465595	92465700
243	"ENSMUSG00000052221.9"	"Ppp1r36"	chr12	+	76465701	76465766	76473522	76473609	76464311	76464490	76474658	76474756
244	"ENSMUSG00000012519.15"	"Mlkl"	chr8	-	112046348	112046484	112054446	112054630	112046009	112046085	112058448	112058522
245	"ENSMUSG00000012519.15"	"Mlkl"	chr8	-	112054446	112054630	112058448	112058522	112046348	112046484	112059953	112060386
246	"ENSMUSG00000002010.18"	"Idh3g"	chrX	-	72825611	72825709	72825903	72825915	72825282	72825395	72826280	72826322
247	"ENSMUSG00000020732.14"	"Rab37"	chr11	+	115051124	115051181	115051263	115051340	115050501	115050567	115051460	115053062
248	"ENSMUSG00000030745.10"	"Il21r"	chr7	+	125226054	125226254	125227215	125227370	125222039	125222102	125228037	125228215
249	"ENSMUSG00000074247.11"	"Dda1"	chr8	+	71924680	71924761	71926418	71926480	71921842	71921969	71927131	71928742
250	"ENSMUSG00000074247.11"	"Dda1"	chr8	+	71924838	71924890	71926418	71926480	71924680	71924761	71927131	71928742
251	"ENSMUSG00000058239.14"	"Usf2"	chr7	-	30654530	30654577	30654714	30654865	30654168	30654227	30655573	30655692
252	"ENSMUSG00000058239.14"	"Usf2"	chr7	-	30654530	30654577	30655224	30655425	30654168	30654227	30655573	30655692
253	"ENSMUSG00000058239.14"	"Usf2"	chr7	-	30654530	30654618	30654714	30654865	30654168	30654227	30655224	30655425
254	"ENSMUSG00000058239.14"	"Usf2"	chr7	-	30654714	30654865	30655224	30655425	30654168	30654227	30655573	30655692
255	"ENSMUSG00000058239.14"	"Usf2"	chr7	-	30654714	30654865	30655224	30655425	30654530	30654618	30655573	30655692
256	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43804049	43804169	43810840	43810962	43799680	43799724	43813976	43814036
257	"ENSMUSG00000057363.13"	"Uxs1"	chr1	-	43810840	43810962	43813976	43814036	43804049	43804169	43819224	43819329
258	"ENSMUSG00000079435.10"	"Rpl36a"	chrX	+	133486826	133486932	133487259	133487327	133486402	133486468	133488199	133488322
259	"ENSMUSG00000025026.16"	"Add3"	chr19	+	53205231	53205446	53215021	53215160	53131186	53131520	53219610	53219762
260	"ENSMUSG00000025026.16"	"Add3"	chr19	+	53230934	53231058	53232740	53232836	53227837	53227924	53233428	53235830
261	"ENSMUSG00000070544.7"	"Top1"	chr2	+	160512019	160512122	160524570	160524694	160488527	160488552	160526367	160526423
262	"ENSMUSG00000070544.7"	"Top1"	chr2	+	160512019	160512122	160526367	160526423	160488527	160488552	160529567	160529663
263	"ENSMUSG00000070544.7"	"Top1"	chr2	+	160512019	160512122	160535615	160535722	160488527	160488552	160540043	160540159
264	"ENSMUSG00000038533.16"	"Cbfa2t2"	chr2	+	154359628	154359882	154363070	154363156	154357736	154357918	154365823	154366019
265	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70765571	70765700	70777836	70777997	70735603	70735834	70784394	70784514
266	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70765571	70765700	70775590	70775794	70735800	70735834	70784394	70784514
267	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70775590	70775794	70777836	70777997	70735800	70735834	70784394	70784514
268	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70775590	70775794	70777836	70777997	70735800	70735834	70791297	70791433
269	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70775590	70775794	70784394	70784514	70735800	70735834	70791297	70791433
270	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70775590	70775794	70784394	70784514	70765571	70765700	70791297	70791433
271	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70777836	70777997	70784394	70784514	70735603	70735834	70791297	70791433
272	"ENSMUSG00000020817.17"	"Rabep1"	chr11	+	70777836	70777997	70784394	70784514	70775590	70775794	70791297	70791433
273	"ENSMUSG00000039048.16"	"Foxred1"	chr9	-	35120711	35120825	35121240	35121461	35120333	35120452	35122102	35122276
274	"ENSMUSG00000056121.17"	"Fez2"	chr17	-	78712156	78712273	78720292	78720401	78692172	78692248	78725261	78725512
275	"ENSMUSG00000025316.17"	"Banp"	chr8	+	122727702	122727870	122732290	122732421	122723778	122724018	122733838	122733901
276	"ENSMUSG00000025316.17"	"Banp"	chr8	+	122732290	122732421	122733838	122733901	122727702	122727870	122734491	122734530
277	"ENSMUSG00000028207.19"	"Asph"	chr4	-	9604515	9604629	9607796	9607871	9602468	9602501	9610842	9610938
278	"ENSMUSG00000031826.21"	"Usp10"	chr8	+	120663269	120663327	120667848	120668877	120658587	120658656	120673813	120673905
279	"ENSMUSG00000031826.21"	"Usp10"	chr8	+	120663269	120663327	120667851	120668877	120658587	120658656	120673813	120673905
280	"ENSMUSG00000038179.14"	"Slamf7"	chr1	-	171463879	171463942	171464864	171464968	171459970	171462564	171466230	171466353
281	"ENSMUSG00000038179.14"	"Slamf7"	chr1	-	171463879	171463942	171466230	171466353	171459970	171462564	171466563	171466836
282	"ENSMUSG00000038179.14"	"Slamf7"	chr1	-	171464864	171464968	171466230	171466353	171459970	171462564	171466563	171466836
283	"ENSMUSG00000038179.14"	"Slamf7"	chr1	-	171464864	171464968	171466230	171466353	171463879	171463942	171466563	171466836
284	"ENSMUSG00000038179.14"	"Slamf7"	chr1	-	171468523	171468835	171476440	171476567	171466563	171466836	171480224	171480603
285	"ENSMUSG00000101537.3"	"Gm29571"	chr10	+	25467337	25467422	25490479	25490633	25446890	25447006	25522000	25522159
286	"ENSMUSG00000034652.13"	"Cd300a"	chr11	+	114788547	114788645	114790170	114790208	114780866	114781260	114790578	114790689
287	"ENSMUSG00000034652.13"	"Cd300a"	chr11	+	114788547	114788645	114790170	114790208	114785483	114785604	114790578	114790689
288	"ENSMUSG00000000318.17"	"Clec10a"	chr11	+	70059408	70059522	70059954	70060050	70057480	70058830	70060133	70060205
289	"ENSMUSG00000000318.17"	"Clec10a"	chr11	+	70059411	70059522	70059954	70060050	70058642	70058830	70060133	70060205
290	"ENSMUSG00000085125.8"	"Gm16070"	chr1	-	17777893	17777950	17782673	17782818	17767219	17767377	17794745	17794813
291	"ENSMUSG00000031429.15"	"Psmd10"	chrX	-	139853153	139853300	139854548	139854647	139852895	139853062	139857302	139857438
292	"ENSMUSG00000034171.14"	"Faah"	chr4	-	115861551	115861676	115861910	115861951	115860173	115860299	115862196	115862403
293	"ENSMUSG00000000167.15"	"Pih1d2"	chr9	+	50529745	50529949	50532244	50532490	50528620	50528898	50532920	50533186
294	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113217245	113217394	113226831	113226940	113214803	113215082	113230691	113230767
295	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113226831	113226940	113230691	113230767	113217245	113217394	113231050	113231111
296	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113246461	113246520	113246692	113246831	113245588	113245656	113247482	113247662
297	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113246461	113246520	113247482	113247662	113245588	113245656	113254750	113254906
298	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113246692	113246831	113247482	113247662	113245588	113245656	113254750	113254906
299	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113246692	113246831	113247482	113247662	113246461	113246520	113254750	113254906
300	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113247482	113247662	113254750	113254906	113246461	113246520	113257563	113258353
301	"ENSMUSG00000030269.15"	"Mtmr14"	chr6	+	113247482	113247662	113254750	113254906	113246692	113246831	113257563	113258353
302	"ENSMUSG00000040928.16"	"S100pbp"	chr4	-	129076001	129076325	129077393	129077510	129075759	129075893	129083334	129083372
303	"ENSMUSG00000040928.16"	"S100pbp"	chr4	-	129076124	129076325	129077393	129077510	129075759	129075893	129083334	129083520
304	"ENSMUSG00000032046.16"	"Abhd12"	chr2	-	150677192	150677271	150679271	150679354	150676198	150676326	150680234	150680314
305	"ENSMUSG00000032046.16"	"Abhd12"	chr2	-	150685310	150685341	150688163	150688283	150681639	150681769	150690271	150690377
306	"ENSMUSG00000032046.16"	"Abhd12"	chr2	-	150688163	150688283	150690271	150690377	150685310	150685341	150700279	150700404
307	"ENSMUSG00000041147.11"	"Brca2"	chr5	+	150455148	150455198	150455755	150455867	150454533	150454642	150458057	150458107
308	"ENSMUSG00000025041.18"	"Nt5c2"	chr19	-	46892316	46892412	46912700	46912774	46887241	46887333	46939284	46939404
309	"ENSMUSG00000033953.11"	"Ppp3r1"	chr11	+	17132106	17132146	17142956	17143133	17109262	17109542	17144216	17144276
310	"ENSMUSG00000042354.8"	"Gnl3"	chr14	-	30735385	30735522	30736009	30736184	30735123	30735281	30736546	30736634
311	"ENSMUSG00000042354.8"	"Gnl3"	chr14	-	30736009	30736184	30736546	30736634	30735385	30735522	30736862	30736983
312	"ENSMUSG00000022150.17"	"Dab2"	chr15	+	6454115	6454178	6458776	6459430	6453677	6453731	6460434	6460588
313	"ENSMUSG00000052253.7"	"Zfp622"	chr15	+	25987246	25987409	25991538	25991651	25986883	25987132	25996191	25996335
314	"ENSMUSG00000031198.5"	"Fundc2"	chrX	+	74434389	74434465	74435245	74435377	74430707	74430858	74437915	74440065
315	"ENSMUSG00000061759.16"	"Armt1"	chr10	+	4389491	4389736	4400646	4400809	4384827	4384933	4403471	4405141
316	"ENSMUSG00000028049.16"	"Scamp3"	chr3	+	89087558	89087687	89089232	89089350	89085296	89085374	89089605	89090070
317	"ENSMUSG00000020718.13"	"Polg2"	chr11	-	106664420	106664561	106666252	106666426	106664210	106664291	106667968	106668074
318	"ENSMUSG00000032496.8"	"Ltf"	chr9	+	110855042	110855197	110856397	110856488	110854065	110854240	110857512	110857560
319	"ENSMUSG00000032496.8"	"Ltf"	chr9	+	110856397	110856488	110857512	110857560	110854065	110854240	110858601	110858757
320	"ENSMUSG00000032496.8"	"Ltf"	chr9	+	110856397	110856488	110857512	110857560	110855042	110855197	110858601	110858757
321	"ENSMUSG00000032496.8"	"Ltf"	chr9	+	110857512	110857560	110864814	110864882	110855042	110855197	110867873	110868058
322	"ENSMUSG00000032496.8"	"Ltf"	chr9	+	110857512	110857560	110858601	110858757	110856397	110856488	110860084	110860226
323	"ENSMUSG00000032496.8"	"Ltf"	chr9	+	110860084	110860226	110867873	110868058	110857512	110857560	110869395	110869585
324	"ENSMUSG00000030089.16"	"Slc41a3"	chr6	+	90588860	90589163	90601793	90601901	90581706	90581990	90603361	90603433
325	"ENSMUSG00000030089.16"	"Slc41a3"	chr6	+	90601793	90601901	90603361	90603433	90588860	90589163	90610592	90610737
326	"ENSMUSG00000030089.16"	"Slc41a3"	chr6	+	90603361	90603433	90610592	90610737	90601793	90601901	90612231	90612378
327	"ENSMUSG00000030089.16"	"Slc41a3"	chr6	+	90603361	90603433	90613838	90613983	90601793	90601901	90617865	90617945
328	"ENSMUSG00000030089.16"	"Slc41a3"	chr6	+	90610592	90610737	90612231	90612378	90603361	90603433	90613838	90613983
329	"ENSMUSG00000030557.18"	"Mef2a"	chr7	-	66917814	66917952	66918016	66918148	66915690	66915910	66945122	66945326
330	"ENSMUSG00000030557.18"	"Mef2a"	chr7	-	66945122	66945326	66966539	66966730	66917814	66917952	66999616	66999669
331	"ENSMUSG00000030557.18"	"Mef2a"	chr7	-	66966539	66966730	66999616	66999669	66945122	66945326	67022460	67022606
332	"ENSMUSG00000032280.17"	"Tle3"	chr9	+	61310733	61310750	61314406	61314426	61309134	61309339	61314635	61314755
333	"ENSMUSG00000024659.16"	"Anxa1"	chr19	-	20352588	20352711	20354015	20354074	20350791	20351134	20354970	20355066
334	"ENSMUSG00000024457.17"	"Trim26"	chr17	+	37165175	37165193	37166962	37166980	37163354	37163585	37167093	37167116
335	"ENSMUSG00000026778.14"	"Prkcq"	chr2	+	11231669	11231796	11237340	11237540	11176918	11177271	11240828	11240889
336	"ENSMUSG00000026778.14"	"Prkcq"	chr2	+	11237340	11237540	11240828	11240889	11231669	11231796	11250063	11250226
337	"ENSMUSG00000024498.17"	"Tcerg1"	chr18	+	42663712	42663955	42669242	42669443	42656957	42657417	42669926	42670039
338	"ENSMUSG00000031938.16"	"4931406C07Rik"	chr9	-	15205981	15206055	15209138	15209237	15205727	15205829	15212662	15212809
339	"ENSMUSG00000005481.19"	"Ddx39a"	chr8	+	84446015	84446227	84447177	84447270	84441805	84441966	84447585	84447769
340	"ENSMUSG00000021252.12"	"Erg28"	chr12	-	85866252	85866343	85868861	85869022	85863089	85863208	85871244	85871296
341	"ENSMUSG00000040528.16"	"Milr1"	chr11	+	106645607	106645877	106652008	106652122	106642459	106642501	106654681	106654774
342	"ENSMUSG00000040528.16"	"Milr1"	chr11	+	106648528	106648635	106652008	106652122	106645607	106645877	106654681	106654774
343	"ENSMUSG00000040528.16"	"Milr1"	chr11	+	106648528	106648635	106652011	106652122	106645607	106645877	106654681	106654774
344	"ENSMUSG00000001424.15"	"Snd1"	chr6	+	28545483	28545597	28626098	28626188	28480346	28480641	28668556	28668657
345	"ENSMUSG00000001424.15"	"Snd1"	chr6	+	28545483	28545597	28626098	28626188	28531407	28531498	28668556	28668657
346	"ENSMUSG00000001424.15"	"Snd1"	chr6	+	28724907	28724980	28745183	28745325	28707032	28707143	28795827	28795937
347	"ENSMUSG00000032299.11"	"Commd4"	chr9	-	57062695	57062872	57063185	57063266	57062322	57062564	57063455	57063575
348	"ENSMUSG00000032299.11"	"Commd4"	chr9	-	57063185	57063266	57063455	57063575	57062322	57062564	57063799	57063839
349	"ENSMUSG00000032299.11"	"Commd4"	chr9	-	57063185	57063266	57063455	57063575	57062695	57062872	57063799	57063839
350	"ENSMUSG00000032299.11"	"Commd4"	chr9	-	57064058	57064124	57064350	57064422	57063799	57063839	57065555	57065615
351	"ENSMUSG00000025534.18"	"Gusb"	chr5	-	130022258	130022435	130024287	130024372	130018857	130018993	130026620	130026767
352	"ENSMUSG00000026603.14"	"Smyd2"	chr1	-	189632014	189632125	189642047	189642111	189629619	189629680	189654303	189654560
353	"ENSMUSG00000023755.11"	"Rhebl1"	chr15	-	98776333	98776415	98776888	98776936	98775658	98776178	98777139	98777196
354	"ENSMUSG00000025487.16"	"Psmd13"	chr7	+	140469217	140469389	140474393	140474456	140466931	140467018	140477520	140477637
355	"ENSMUSG00000025487.16"	"Psmd13"	chr7	+	140474393	140474456	140477329	140477410	140470407	140470533	140477520	140477637
356	"ENSMUSG00000034438.17"	"Gbp8"	chr5	-	105166427	105166708	105178694	105178891	105165544	105165751	105179075	105179185
357	"ENSMUSG00000034438.17"	"Gbp8"	chr5	-	105179075	105179185	105189718	105189846	105166427	105166708	105198729	105198913
358	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96084183	96084241	96105146	96105251	96078356	96078613	96155891	96155995
359	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96084183	96084241	96105146	96105251	96078389	96078613	96114734	96114801
360	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96084183	96084241	96114734	96114801	96078389	96078613	96155891	96155995
361	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96105146	96105251	96114734	96114801	96078389	96078613	96155891	96155995
362	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96105146	96105251	96114734	96114801	96084183	96084241	96129102	96129141
363	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96105146	96105251	96114734	96114801	96084183	96084241	96169653	96169775
364	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96105146	96105251	96155891	96155995	96084183	96084241	96169653	96169775
365	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96105146	96105251	96114734	96114801	96084183	96084241	96177017	96177180
366	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96114734	96114801	96155891	96155995	96084183	96084241	96169653	96169775
367	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96114734	96114801	96155891	96155995	96105146	96105251	96169653	96169775
368	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96114734	96114801	96155891	96155995	96105146	96105251	96172632	96172680
369	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96114734	96114801	96169653	96169775	96105146	96105251	96172632	96172680
370	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96114734	96114801	96155891	96155995	96105146	96105251	96177017	96177180
371	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96129102	96129141	96155891	96155995	96105146	96105251	96169653	96169775
372	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96129102	96129141	96155891	96155995	96114734	96114801	96169653	96169775
373	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155891	96155995	96169653	96169775	96105146	96105251	96172632	96172680
374	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155891	96155995	96169653	96169775	96114734	96114801	96172632	96172680
375	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155891	96155995	96172632	96172680	96114734	96114801	96177017	96177180
376	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155891	96155995	96169653	96169775	96129102	96129141	96172632	96172680
377	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155891	96155995	96169653	96169775	96140794	96140857	96172632	96172680
378	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155891	96155995	96172632	96172680	96141337	96141353	96177017	96177180
379	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155918	96155995	96169653	96169775	96105146	96105251	96172632	96172680
380	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155918	96155995	96169653	96169775	96114734	96114801	96172632	96172680
381	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155918	96155995	96172632	96172680	96114734	96114801	96177017	96177180
382	"ENSMUSG00000032411.16"	"Tfdp2"	chr9	+	96155918	96155995	96169653	96169775	96129102	96129141	96172632	96172680
