ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
987	"ENSMUSG00000027550.15"	"Lrrcc1"	chr3	+	14604970	14605174	14604970	14605126	14610555	14610752
988	"ENSMUSG00000047868.7"	"Olfr770"	chr10	-	128973756	128974088	128973956	128974088	128968553	128969662
989	"ENSMUSG00000015749.13"	"Anp32e"	chr3	+	95845193	95845351	95845193	95845315	95851618	95851673
990	"ENSMUSG00000020184.16"	"Mdm2"	chr10	-	117545558	117545689	117545604	117545689	117541059	117541134
991	"ENSMUSG00000030788.17"	"Rnf141"	chr7	-	110436283	110436477	110436369	110436477	110432943	110433052
992	"ENSMUSG00000110080.3"	"Gm6145"	chr14	-	105867921	105868248	105868106	105868248	105865947	105866015
993	"ENSMUSG00000021156.18"	"Zmynd11"	chr13	-	9740313	9740550	9740481	9740550	9739487	9739760
994	"ENSMUSG00000023918.13"	"Adgrf4"	chr17	-	43002956	43003175	43003030	43003175	42987545	42987655
995	"ENSMUSG00000019139.11"	"Isyna1"	chr8	+	71047130	71047398	71047130	71047193	71047472	71047634
996	"ENSMUSG00000035165.15"	"Kcne3"	chr7	+	99831888	99832281	99831888	99832030	99833344	99834072
997	"ENSMUSG00000027086.17"	"Fastkd1"	chr2	-	69532706	69533193	69532793	69533193	69530467	69530582
998	"ENSMUSG00000041245.14"	"Wnk3"	chrX	+	150076805	150077037	150076805	150076896	150077417	150077548
999	"ENSMUSG00000022335.18"	"Zfat"	chr15	-	67982292	67982411	67982325	67982411	67976804	67976928
1000	"ENSMUSG00000022335.18"	"Zfat"	chr15	-	68084441	68084693	68084462	68084693	68058899	68059085
1001	"ENSMUSG00000052752.16"	"Traf7"	chr17	-	24731923	24732058	24731929	24732058	24731142	24731360
1002	"ENSMUSG00000024073.17"	"Birc6"	chr17	+	74912983	74913130	74912983	74913118	74915091	74915279
1003	"ENSMUSG00000024073.17"	"Birc6"	chr17	+	74922214	74922352	74922214	74922325	74925430	74925558
1004	"ENSMUSG00000028076.13"	"Cd1d1"	chr3	-	86905939	86906212	86906053	86906212	86904644	86904923
1005	"ENSMUSG00000028076.13"	"Cd1d1"	chr3	-	86905939	86906212	86906053	86906212	86905378	86905657
1006	"ENSMUSG00000115751.2"	"4930503F20Rik"	chr14	-	33532937	33533240	33533215	33533240	33531945	33532081
1007	"ENSMUSG00000020964.15"	"Sel1l"	chr12	-	91799828	91799996	91799978	91799996	91798342	91798448
1008	"ENSMUSG00000097571.11"	"Jpx"	chrX	+	102540043	102540199	102540043	102540136	102552875	102553623
1009	"ENSMUSG00000097571.11"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102552875	102553623
1010	"ENSMUSG00000097571.11"	"Jpx"	chrX	+	102540043	102540199	102540043	102540136	102561916	102561963
1011	"ENSMUSG00000097571.11"	"Jpx"	chrX	+	102546465	102546798	102546465	102546536	102561916	102561963
1012	"ENSMUSG00000023993.8"	"Treml1"	chr17	+	48671886	48672040	48671886	48672025	48672535	48672621
1013	"ENSMUSG00000115404.2"	"Vmn1r31"	chr6	-	58452190	58452315	58452229	58452315	58447925	58449915
1014	"ENSMUSG00000047207.4"	"Olfr1495"	chr19	+	13742642	13742779	13742642	13742757	13745702	13747612
1015	"ENSMUSG00000035845.18"	"Alg12"	chr15	-	88698631	88698851	88698656	88698851	88690760	88690924
1016	"ENSMUSG00000043066.6"	"Vmn1r66"	chr7	-	10010073	10010785	10010612	10010785	10009688	10009763
1017	"ENSMUSG00000085054.3"	"Gm15834"	chr1	+	58549729	58551425	58549729	58549803	58559593	58559907
1018	"ENSMUSG00000044229.10"	"Nxpe4"	chr9	+	48287172	48287367	48287172	48287204	48300171	48300314
1019	"ENSMUSG00000022382.16"	"Wnt7b"	chr15	-	85443103	85443330	85443107	85443330	85427869	85428141
1020	"ENSMUSG00000035191.16"	"Rfpl4"	chr7	-	5119636	5119910	5119868	5119910	5118282	5118577
1021	"ENSMUSG00000026811.19"	"St6galnac6"	chr2	+	32498053	32498237	32498053	32498108	32499237	32499328
1022	"ENSMUSG00000026811.19"	"St6galnac6"	chr2	+	32498053	32498237	32498053	32498108	32502235	32502415
1023	"ENSMUSG00000047798.16"	"Cd300lf"	chr11	-	115016929	115017278	115016936	115017278	115011089	115011244
1024	"ENSMUSG00000047798.16"	"Cd300lf"	chr11	-	115016929	115017278	115016936	115017278	115015073	115015182
1025	"ENSMUSG00000047798.16"	"Cd300lf"	chr11	-	115016929	115017278	115016936	115017278	115015073	115015203
1026	"ENSMUSG00000024911.8"	"Fibp"	chr19	+	5513198	5513353	5513198	5513332	5513631	5513740
1027	"ENSMUSG00000025528.11"	"2010106E10Rik"	chrX	+	111424885	111425009	111424885	111424979	111465946	111466029
1028	"ENSMUSG00000052922.10"	"Bpi"	chr2	+	158116594	158116771	158116594	158116762	158117841	158117909
1029	"ENSMUSG00000003882.6"	"Il7r"	chr15	-	9508792	9508868	9508809	9508868	9505873	9508444
1030	"ENSMUSG00000037017.16"	"Zscan21"	chr5	+	138115198	138115269	138115198	138115250	138123239	138123952
1031	"ENSMUSG00000004221.17"	"Ikbkg"	chrX	+	73471367	73471508	73471367	73471480	73476410	73476612
1032	"ENSMUSG00000022425.17"	"Enpp2"	chr15	-	54725893	54726078	54725905	54726078	54723438	54723490
1033	"ENSMUSG00000056696.6"	"Olfr1350"	chr7	+	6567839	6568133	6567839	6567886	6572926	6574400
1034	"ENSMUSG00000071337.12"	"Tia1"	chr6	+	86390785	86390888	86390785	86390882	86393284	86393383
1035	"ENSMUSG00000061751.17"	"Kalrn"	chr16	-	34076521	34076730	34076560	34076730	34072594	34072769
1036	"ENSMUSG00000042099.17"	"Kank3"	chr17	+	34035159	34035237	34035159	34035219	34036167	34037418
1037	"ENSMUSG00000036053.18"	"Fmnl2"	chr2	+	53020423	53020517	53020423	53020470	53021851	53023816
1038	"ENSMUSG00000022992.18"	"Kansl2"	chr15	-	98422339	98422593	98422441	98422593	98418198	98418306
1039	"ENSMUSG00000022992.18"	"Kansl2"	chr15	-	98427166	98427334	98427170	98427334	98426743	98426906
1040	"ENSMUSG00000091468.4"	"Vmn2r82"	chr10	+	79221185	79221444	79221185	79221309	79231671	79233683
1041	"ENSMUSG00000022534.15"	"Mefv"	chr16	-	3533056	3533992	3533146	3533992	3531349	3531693
1042	"ENSMUSG00000046711.17"	"Hmga1"	chr17	+	27775641	27776040	27775641	27775683	27778506	27778644
1043	"ENSMUSG00000046711.17"	"Hmga1"	chr17	+	27778506	27778677	27778506	27778644	27779901	27779985
1044	"ENSMUSG00000046711.17"	"Hmga1"	chr17	+	27778506	27778677	27778506	27778644	27779905	27779985
1045	"ENSMUSG00000021948.18"	"Prkcd"	chr14	-	30324615	30324784	30324693	30324784	30324270	30324371
1046	"ENSMUSG00000025958.15"	"Creb1"	chr1	+	64571967	64572179	64571967	64572063	64590007	64590129
1047	"ENSMUSG00000063047.10"	"Zfp780b"	chr7	-	27676164	27676258	27676176	27676258	27674177	27674230
1048	"ENSMUSG00000026604.18"	"Ptpn14"	chr1	+	189582220	189583704	189582220	189582684	189587121	189587265
1049	"ENSMUSG00000032637.16"	"Atxn2l"	chr7	-	126091929	126092173	126091983	126092173	126091615	126091780
1050	"ENSMUSG00000095028.7"	"Sirpb1b"	chr3	-	15607199	15607532	15607217	15607532	15568161	15568276
1051	"ENSMUSG00000017664.17"	"Slc35c2"	chr2	-	165125168	165125520	165125447	165125520	165124702	165124853
1052	"ENSMUSG00000024293.17"	"Esco1"	chr18	-	10593745	10595875	10595675	10595875	10588438	10588550
1053	"ENSMUSG00000030523.19"	"Trpm1"	chr7	+	63893170	63893363	63893170	63893345	63894597	63894618
1054	"ENSMUSG00000021824.14"	"Ap3m1"	chr14	-	21094720	21094892	21094882	21094892	21091020	21091158
1055	"ENSMUSG00000020135.14"	"Apc2"	chr10	+	80141967	80142355	80141967	80142340	80142962	80143058
1056	"ENSMUSG00000068151.9"	"A230006K03Rik"	chr7	-	60940282	60940774	60940325	60940774	60939960	60940001
1057	"ENSMUSG00000027951.17"	"Adar"	chr3	+	89652682	89652908	89652682	89652830	89653126	89653298
1058	"ENSMUSG00000052337.16"	"Immt"	chr6	+	71849777	71849907	71849777	71849878	71851300	71852234
1059	"ENSMUSG00000029152.14"	"Ociad1"	chr5	+	73463920	73464141	73463920	73464096	73467616	73467769
1060	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47528650	47528829	47528665	47528829	47524278	47524370
1061	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47553469	47553598	47553496	47553598	47532963	47533084
1062	"ENSMUSG00000029687.17"	"Ezh2"	chr6	-	47553469	47553598	47553496	47553598	47535111	47535228
1063	"ENSMUSG00000068748.8"	"Ptprz1"	chr6	+	22999198	23002745	22999198	23000198	23007272	23007417
1064	"ENSMUSG00000028542.18"	"Slc6a9"	chr4	+	117713071	117713228	117713071	117713183	117713886	117714018
1065	"ENSMUSG00000070374.8"	"Olfr59"	chr11	+	74174561	74174875	74174561	74174600	74179385	74182434
1066	"ENSMUSG00000096593.4"	"Vmn2r54"	chr7	-	12363571	12363808	12363598	12363808	12355960	12356084
1067	"ENSMUSG00000091504.4"	"Vmn2r118"	chr17	-	55918392	55918690	55918401	55918690	55917205	55918012
1068	"ENSMUSG00000027071.15"	"P2rx3"	chr2	-	84854453	84854517	84854459	84854517	84853826	84853920
1069	"ENSMUSG00000121492.1"	"6820431F20Rik"	chr8	+	20157802	20158008	20157802	20157999	20163109	20163408
1070	"ENSMUSG00000121492.1"	"6820431F20Rik"	chr8	+	20157802	20158175	20157802	20157999	20163109	20163408
1071	"ENSMUSG00000121492.1"	"6820431F20Rik"	chr8	+	20157802	20158175	20157802	20158008	20163109	20163408
1072	"ENSMUSG00000096289.5"	"Olfr1484"	chr19	+	13560874	13561020	13560874	13560949	13562643	13566196
1073	"ENSMUSG00000050102.7"	"Vmn1r235"	chr17	+	21476672	21478553	21476672	21478464	21480919	21480978
1074	"ENSMUSG00000050102.7"	"Vmn1r235"	chr17	+	21476672	21478553	21476672	21478464	21481634	21483143
1075	"ENSMUSG00000050102.7"	"Vmn1r235"	chr17	+	21476672	21478553	21476672	21478464	21481715	21483143
1076	"ENSMUSG00000026301.17"	"Iqca"	chr1	-	89975495	89975688	89975510	89975688	89973313	89973552
1077	"ENSMUSG00000026301.17"	"Iqca"	chr1	-	90025632	90025785	90025659	90025785	90017196	90017272
1078	"ENSMUSG00000032482.10"	"Cspg5"	chr9	+	110085212	110085369	110085212	110085288	110091127	110091643
1079	"ENSMUSG00000028382.16"	"Ptbp3"	chr4	-	59524394	59524476	59524403	59524476	59517585	59517755
1080	"ENSMUSG00000024680.13"	"Ms4a2"	chr19	-	11599406	11599541	11599526	11599541	11596980	11597037
1081	"ENSMUSG00000030935.16"	"Acsm3"	chr7	+	119360146	119360302	119360146	119360205	119366113	119366261
1082	"ENSMUSG00000042331.14"	"Specc1"	chr11	+	62023101	62023307	62023101	62023280	62037131	62037277
1083	"ENSMUSG00000025887.11"	"Casp12"	chr9	+	5346481	5346733	5346481	5346523	5348898	5348958
1084	"ENSMUSG00000027327.17"	"1700037H04Rik"	chr2	-	130995504	130995630	130995513	130995630	130990075	130990214
1085	"ENSMUSG00000027327.17"	"1700037H04Rik"	chr2	-	130995504	130995630	130995513	130995630	130993537	130993680
1086	"ENSMUSG00000020591.12"	"Ntsr2"	chr12	+	16706597	16706871	16706597	16706690	16708365	16708456
1087	"ENSMUSG00000033182.13"	"Kbtbd12"	chr6	-	88590875	88591146	88591075	88591146	88588272	88588423
1088	"ENSMUSG00000020974.7"	"Pole2"	chr12	-	69250864	69251041	69250913	69251041	69249680	69249748
1089	"ENSMUSG00000040652.17"	"Oaz2"	chr9	+	65593477	65593553	65593477	65593550	65593554	65593635
1090	"ENSMUSG00000022817.16"	"Itgb5"	chr16	+	33768084	33768251	33768084	33768222	33769026	33769523
1091	"ENSMUSG00000026070.16"	"Il18r1"	chr1	+	40505320	40505517	40505320	40505429	40510888	40510974
1092	"ENSMUSG00000022469.18"	"Rapgef3"	chr15	-	97648140	97648275	97648149	97648275	97647886	97648035
1093	"ENSMUSG00000022469.18"	"Rapgef3"	chr15	-	97648140	97648275	97648149	97648275	97647886	97648068
1094	"ENSMUSG00000040187.16"	"Arntl2"	chr6	+	146729596	146729684	146729596	146729657	146731190	146731299
1095	"ENSMUSG00000027523.21"	"Gnas"	chr2	+	174169900	174172227	174169900	174169924	174176004	174176077
1096	"ENSMUSG00000027523.21"	"Gnas"	chr2	+	174169900	174172227	174169900	174169924	174183445	174183500
1097	"ENSMUSG00000085438.3"	"Oip5os1"	chr2	+	119430068	119430485	119430068	119430361	119435305	119435377
1098	"ENSMUSG00000022793.18"	"B4galt4"	chr16	+	38583430	38583553	38583430	38583491	38586276	38586381
1099	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148703103	148703248	148703121	148703248	148696838	148702162
1100	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148703103	148703248	148703121	148703248	148702010	148702092
1101	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148703103	148703248	148703130	148703248	148702010	148702092
1102	"ENSMUSG00000041459.16"	"Tardbp"	chr4	-	148703121	148703248	148703130	148703248	148702010	148702092
1103	"ENSMUSG00000030365.12"	"Clec2i"	chr6	+	128869790	128869873	128869790	128869861	128870578	128870704
1104	"ENSMUSG00000031921.18"	"Terf2"	chr8	-	107803241	107803628	107803510	107803628	107799191	107799277
1105	"ENSMUSG00000073433.12"	"Arhgdig"	chr17	-	26418725	26418802	26418743	26418802	26418586	26418650
1106	"ENSMUSG00000043354.3"	"Olfr577"	chr7	-	102624800	102625150	102624938	102625150	102624053	102624132
1107	"ENSMUSG00000042726.15"	"Trafd1"	chr5	-	121511200	121511537	121511212	121511537	121510665	121510738
1108	"ENSMUSG00000029155.17"	"Spata18"	chr5	+	73816570	73816688	73816570	73816677	73824194	73824290
1109	"ENSMUSG00000020265.17"	"Sumo3"	chr10	+	77442058	77442184	77442058	77442175	77445645	77445774
1110	"ENSMUSG00000039536.17"	"Stau1"	chr2	-	166791619	166791749	166791663	166791749	166790066	166791279
1111	"ENSMUSG00000031060.17"	"Rbm10"	chrX	+	20511675	20511836	20511675	20511833	20512007	20512105
1112	"ENSMUSG00000020594.15"	"Pum2"	chr12	+	8794614	8794749	8794614	8794743	8797156	8797294
1113	"ENSMUSG00000020659.17"	"Cbll1"	chr12	-	31544580	31544748	31544589	31544748	31542077	31542175
1114	"ENSMUSG00000020659.17"	"Cbll1"	chr12	-	31544580	31544748	31544589	31544748	31542077	31542178
1115	"ENSMUSG00000044912.12"	"Syt16"	chr12	+	74269355	74269613	74269355	74269568	74275988	74276242
1116	"ENSMUSG00000067596.5"	"Krt74"	chr15	-	101670614	101670829	101670673	101670829	101669861	101669922
1117	"ENSMUSG00000074802.12"	"Gas2l3"	chr10	-	89270151	89270223	89270154	89270223	89269626	89269674
1118	"ENSMUSG00000026407.18"	"Cacna1s"	chr1	+	136046073	136046180	136046073	136046165	136046407	136046551
1119	"ENSMUSG00000020333.18"	"Acsl6"	chr11	+	54210977	54211198	54210977	54211093	54214066	54214181
1120	"ENSMUSG00000053091.17"	"Lins1"	chr7	+	66358386	66358491	66358386	66358476	66359041	66359183
1121	"ENSMUSG00000109528.3"	"Olfr1309"	chr2	-	111819622	111819831	111819710	111819831	111818910	111819518
1122	"ENSMUSG00000041540.17"	"Sox5"	chr6	-	144100717	144100949	144100822	144100949	144062169	144062380
1123	"ENSMUSG00000059824.13"	"Dbp"	chr7	+	45356029	45356440	45356029	45356140	45357683	45357895
1124	"ENSMUSG00000052613.17"	"Pcdh15"	chr10	+	73657698	73658095	73657698	73658091	73782859	73782978
1125	"ENSMUSG00000031555.16"	"Adam9"	chr8	-	25452875	25453104	25452929	25453104	25445947	25446015
1126	"ENSMUSG00000031521.6"	"Aga"	chr8	+	53971950	53972026	53971950	53972004	53973271	53973379
1127	"ENSMUSG00000086629.10"	"2810403D21Rik"	chrX	+	107878221	107878610	107878221	107878379	107879871	107879961
1128	"ENSMUSG00000068234.8"	"Vmn1r44"	chr6	+	89869119	89869250	89869119	89869184	89870224	89870340
1129	"ENSMUSG00000097910.4"	"Hdnr"	chr8	+	57785804	57786666	57785804	57785913	57791917	57791982
1130	"ENSMUSG00000113035.3"	"5830428M24Rik"	chr12	-	69517167	69517291	69517228	69517291	69514960	69515134
1131	"ENSMUSG00000087231.9"	"E230016M11Rik"	chr6	+	67040378	67040518	67040378	67040425	67041596	67041702
1132	"ENSMUSG00000054889.11"	"Dsp"	chr13	+	38375336	38377631	38375336	38375834	38378671	38382553
1133	"ENSMUSG00000021134.18"	"Srsf5"	chr12	+	80992305	80992446	80992305	80992442	80993349	80993494
1134	"ENSMUSG00000028133.18"	"Rwdd3"	chr3	-	120952416	120952904	120952463	120952904	120950049	120950165
1135	"ENSMUSG00000024937.16"	"Ehbp1l1"	chr19	-	5767689	5770435	5770212	5770435	5767066	5767224
1136	"ENSMUSG00000071185.6"	"Olfr1357"	chr10	-	78453733	78453908	78453858	78453908	78449249	78449709
1137	"ENSMUSG00000058715.12"	"Fcer1g"	chr1	-	171058490	171058600	171058564	171058600	171057635	171057656
1138	"ENSMUSG00000097772.9"	"5430416N02Rik"	chr5	-	100571121	100571290	100571146	100571290	100569826	100569900
1139	"ENSMUSG00000032407.15"	"U2surp"	chr9	-	95373317	95373353	95373320	95373353	95373143	95373226
1140	"ENSMUSG00000048603.10"	"Gm9828"	chr13	+	98453590	98454103	98453590	98453952	98455581	98455653
1141	"ENSMUSG00000011658.17"	"Fuz"	chr7	+	44545970	44546092	44545970	44546069	44546684	44546753
1142	"ENSMUSG00000001036.18"	"Epn2"	chr11	-	61424396	61424507	61424414	61424507	61423343	61423518
1143	"ENSMUSG00000031618.14"	"Nr3c2"	chr8	+	77812155	77812307	77812155	77812295	77881830	77881947
1144	"ENSMUSG00000015950.14"	"Ncf1"	chr5	-	134250841	134251029	134250883	134251029	134249113	134250722
1145	"ENSMUSG00000042390.10"	"Gatad2b"	chr3	+	90258710	90258881	90258710	90258833	90259120	90259436
1146	"ENSMUSG00000024947.18"	"Men1"	chr19	+	6386754	6386963	6386754	6386858	6387182	6387311
1147	"ENSMUSG00000097391.9"	"Mirg"	chr12	+	109697675	109697789	109697675	109697784	109698150	109698346
1148	"ENSMUSG00000041890.18"	"Git2"	chr5	-	114881791	114881941	114881836	114881941	114877093	114877342
1149	"ENSMUSG00000025875.15"	"Tspan17"	chr13	+	54943223	54943280	54943223	54943271	54943778	54943895
1150	"ENSMUSG00000004040.17"	"Stat3"	chr11	-	100783899	100784112	100783902	100784112	100780711	100780754
1151	"ENSMUSG00000056537.12"	"Rlim"	chrX	-	103024668	103024890	103024678	103024890	103022878	103022940
1152	"ENSMUSG00000044034.12"	"Npb"	chr11	+	120499302	120499565	120499302	120499553	120499640	120499919
1153	"ENSMUSG00000119973.1"	"ENSMUSG00000119973"	chr6	+	121119963	121120102	121119963	121120074	121123032	121123165
1154	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100453217	100453386	100453238	100453386	100452759	100452911
1155	"ENSMUSG00000031310.17"	"Zmym3"	chrX	-	100455983	100456081	100456019	100456081	100455743	100455900
1156	"ENSMUSG00000020523.15"	"Fam114a2"	chr11	-	57404899	57405114	57404920	57405114	57404461	57404561
1157	"ENSMUSG00000064202.16"	"Spata6l"	chr19	-	28921623	28921854	28921632	28921854	28919111	28919214
1158	"ENSMUSG00000018501.18"	"Ncor1"	chr11	-	62240178	62240319	62240220	62240319	62236060	62236144
1159	"ENSMUSG00000018501.18"	"Ncor1"	chr11	-	62245196	62245298	62245208	62245298	62244059	62244160
1160	"ENSMUSG00000018501.18"	"Ncor1"	chr11	-	62269322	62269480	62269340	62269480	62267460	62267587
1161	"ENSMUSG00000020905.12"	"Usp43"	chr11	-	67770621	67770970	67770636	67770970	67767198	67767357
1162	"ENSMUSG00000024949.18"	"Sf1"	chr19	+	6424039	6424317	6424039	6424313	6424578	6424638
1163	"ENSMUSG00000087211.9"	"Lhx1os"	chr11	+	84425305	84425486	84425305	84425386	84425941	84426047
1164	"ENSMUSG00000067942.7"	"Zfp160"	chr17	+	21231937	21232039	21231937	21232034	21240333	21240460
1165	"ENSMUSG00000031818.13"	"Cox4i1"	chr8	+	121394960	121395114	121394960	121395094	121396047	121396121
1166	"ENSMUSG00000093817.8"	"Gm2101"	chrX	+	27470473	27470752	27470473	27470506	27471424	27471537
1167	"ENSMUSG00000038943.17"	"Prc1"	chr7	+	79960817	79960928	79960817	79960919	79961964	79962075
1168	"ENSMUSG00000038943.17"	"Prc1"	chr7	+	79962779	79962956	79962779	79962879	79963274	79963316
1169	"ENSMUSG00000039318.13"	"Rab3gap2"	chr1	+	184999097	184999271	184999097	184999211	184999369	184999476
1170	"ENSMUSG00000054036.7"	"Olfr279"	chr15	+	98390282	98390717	98390282	98390442	98395348	98400518
1171	"ENSMUSG00000062012.15"	"Zfp13"	chr17	-	23800030	23800244	23800051	23800244	23799744	23799836
1172	"ENSMUSG00000071064.16"	"Zfp827"	chr8	+	79912804	79912987	79912804	79912982	79914777	79914810
1173	"ENSMUSG00000032726.13"	"Bmp8a"	chr4	-	123209597	123209747	123209636	123209747	123206437	123207209
1174	"ENSMUSG00000048832.10"	"Vps37c"	chr19	+	10666114	10666347	10666114	10666343	10683573	10683672
1175	"ENSMUSG00000086035.3"	"Gm12610"	chr4	+	89337589	89337687	89337589	89337649	89340867	89340979
1176	"ENSMUSG00000086035.3"	"Gm12610"	chr4	+	89349165	89349272	89349165	89349237	89351491	89351577
1177	"ENSMUSG00000022994.10"	"Adcy6"	chr15	-	98498052	98498170	98498058	98498170	98497780	98497908
1178	"ENSMUSG00000008892.13"	"Vdac3"	chr8	-	23077565	23077618	23077568	23077618	23073599	23073752
1179	"ENSMUSG00000005699.17"	"Pard6a"	chr8	+	106428805	106429028	106428805	106428938	106429242	106430125
1180	"ENSMUSG00000042520.17"	"Ubap2l"	chr3	-	89938602	89938677	89938617	89938677	89935631	89935684
1181	"ENSMUSG00000042520.17"	"Ubap2l"	chr3	-	89946121	89946323	89946154	89946323	89945676	89945772
1182	"ENSMUSG00000107385.5"	"C330024D21Rik"	chr5	+	67625991	67626158	67625991	67626127	67630824	67631404
1183	"ENSMUSG00000071226.12"	"Cecr2"	chr6	+	120733509	120733898	120733509	120733814	120734526	120734652
1184	"ENSMUSG00000026587.16"	"Astn1"	chr1	+	158338524	158338716	158338524	158338692	158348013	158348098
1185	"ENSMUSG00000068231.6"	"Vmn1r43"	chr6	-	89853083	89853395	89853242	89853395	89835915	89848408
1186	"ENSMUSG00000096911.8"	"Gm2165"	chrX	+	28478458	28478737	28478458	28478491	28479409	28479522
1187	"ENSMUSG00000052384.15"	"Nrros"	chr16	-	31984149	31984294	31984197	31984294	31981055	31982215
1188	"ENSMUSG00000025575.15"	"Cant1"	chr11	-	118309755	118309878	118309797	118309878	118308399	118308480
1189	"ENSMUSG00000032512.8"	"Wdr48"	chr9	+	119745791	119745899	119745791	119745857	119746176	119746273
1190	"ENSMUSG00000069421.5"	"Olfr810"	chr10	-	129630543	129630786	129630643	129630786	129629302	129629413
1191	"ENSMUSG00000078765.12"	"U2af1l4"	chr7	+	30263506	30263556	30263506	30263526	30263627	30263726
1192	"ENSMUSG00000078765.12"	"U2af1l4"	chr7	+	30263898	30264032	30263898	30264020	30264127	30264223
1193	"ENSMUSG00000115092.3"	"E130202H07Rik"	chr14	+	76764243	76764412	76764243	76764407	76764810	76765011
1194	"ENSMUSG00000002728.15"	"Naa20"	chr2	+	145753592	145753713	145753592	145753683	145754312	145754448
1195	"ENSMUSG00000063683.13"	"Glyat"	chr19	+	12617135	12617267	12617135	12617230	12623666	12623774
1196	"ENSMUSG00000048482.15"	"Bdnf"	chr2	+	109506241	109506657	109506241	109506445	109553726	109557352
1197	"ENSMUSG00000048482.15"	"Bdnf"	chr2	+	109506241	109506740	109506241	109506445	109553726	109557352
1198	"ENSMUSG00000048482.15"	"Bdnf"	chr2	+	109506241	109506740	109506241	109506657	109553726	109557352
1199	"ENSMUSG00000026825.18"	"Dnm1"	chr2	-	32223077	32223216	32223164	32223216	32217972	32218059
1200	"ENSMUSG00000063887.14"	"Nlgn1"	chr3	-	25494028	25494241	25494055	25494241	25490016	25490806
1201	"ENSMUSG00000064284.13"	"Cdpf1"	chr15	-	85695043	85695249	85695102	85695249	85693412	85693525
1202	"ENSMUSG00000023467.19"	"Tulp2"	chr7	+	45165662	45165800	45165662	45165764	45165939	45166110
1203	"ENSMUSG00000023467.19"	"Tulp2"	chr7	+	45168009	45168330	45168009	45168309	45169154	45169267
1204	"ENSMUSG00000029826.15"	"Zc3hav1"	chr6	-	38309076	38310123	38309424	38310123	38308697	38308796
1205	"ENSMUSG00000041420.19"	"Meis3"	chr7	+	15919372	15919446	15919372	15919442	15919981	15920429
1206	"ENSMUSG00000068463.6"	"B630019A10Rik"	chr16	+	23011732	23011893	23011732	23011792	23012248	23012317
1207	"ENSMUSG00000061022.6"	"Vmn1r222"	chr13	-	23419839	23420117	23420079	23420117	23415005	23417424
1208	"ENSMUSG00000036534.7"	"Slc38a7"	chr8	-	96580099	96580167	96580113	96580167	96579429	96579535
1209	"ENSMUSG00000021733.12"	"Slc4a7"	chr14	-	7726974	7727349	7726980	7727349	7723679	7723795
1210	"ENSMUSG00000021733.12"	"Slc4a7"	chr14	-	7729849	7730038	7729888	7730038	7723679	7723795
1211	"ENSMUSG00000021733.12"	"Slc4a7"	chr14	-	7729849	7730038	7729888	7730038	7726974	7727349
1212	"ENSMUSG00000044248.5"	"Vmn1r45"	chr6	-	89917332	89917580	89917468	89917580	89908630	89911723
1213	"ENSMUSG00000096351.3"	"Samd11"	chr4	-	156336653	156336770	156336683	156336770	156336402	156336537
1214	"ENSMUSG00000025266.12"	"Gnl3l"	chrX	-	149800196	149800318	149800200	149800318	149797016	149797085
1215	"ENSMUSG00000041380.14"	"Htr2c"	chrX	+	145952565	145952766	145952565	145952671	145976764	145980273
1216	"ENSMUSG00000117148.2"	"Vmn1r229"	chr17	+	21031879	21032103	21031879	21032044	21034603	21043889
1217	"ENSMUSG00000041130.11"	"Zfp598"	chr17	+	24897569	24897687	24897569	24897678	24898010	24898198
1218	"ENSMUSG00000045655.10"	"Fam216b"	chr14	-	78324091	78324192	78324185	78324192	78322497	78322618
1219	"ENSMUSG00000025812.19"	"Pard3"	chr8	+	128136036	128136185	128136036	128136098	128137209	128137254
1220	"ENSMUSG00000025812.19"	"Pard3"	chr8	+	128136036	128136188	128136036	128136098	128137209	128137254
1221	"ENSMUSG00000025812.19"	"Pard3"	chr8	+	128136036	128136188	128136036	128136185	128137209	128137254
1222	"ENSMUSG00000026005.16"	"Rpe"	chr1	+	66739989	66740187	66739989	66740176	66740775	66740807
1223	"ENSMUSG00000026005.16"	"Rpe"	chr1	+	66739989	66740187	66739989	66740176	66745604	66745684
1224	"ENSMUSG00000060681.16"	"Slc9a6"	chrX	+	55665685	55665885	55665685	55665789	55667970	55668048
1225	"ENSMUSG00000032064.18"	"Dixdc1"	chr9	-	50622064	50622272	50622142	50622272	50617424	50617550
1226	"ENSMUSG00000059439.16"	"Bcas3"	chr11	+	85245419	85245505	85245419	85245487	85245713	85245801
1227	"ENSMUSG00000086363.9"	"A330102I10Rik"	chr13	+	29212404	29212592	29212404	29212454	29214140	29214224
1228	"ENSMUSG00000060961.17"	"Slc4a4"	chr5	+	89194071	89194251	89194071	89194224	89232500	89232577
1229	"ENSMUSG00000006389.14"	"Mpl"	chr4	-	118312841	118313140	118312865	118313140	118312314	118312477
