ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
299	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30371662	30371762	30369023	30369068	30373521	30373566
300	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30374493	30374593	30373521	30373566	30377623	30377711
301	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30379788	30379969	30378807	30378995	30381885	30382007
302	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30383637	30383717	30381885	30382007	30383794	30383842
303	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30383794	30383842	30383637	30383717	30384549	30384637
304	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30384549	30384637	30383794	30383842	30385312	30385387
305	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30385312	30385387	30384549	30384637	30385918	30386083
308	"ENSMUSG00000041488.17"	"Stx3"	chr19	-	11767411	11767457	11766920	11766995	11780857	11780941
309	"ENSMUSG00000041488.17"	"Stx3"	chr19	-	11769109	11769209	11766920	11766995	11780857	11780941
311	"ENSMUSG00000069830.11"	"Nlrp1a"	chr11	-	70989696	70989822	70987911	70988096	70990307	70990570
312	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21965363	21965471	21962269	21962917	21966538	21966723
313	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21965623	21965724	21965363	21965471	21966538	21966723
314	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21966538	21966723	21965363	21965471	21968443	21968513
315	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21973434	21973556	21971553	21971703	21973643	21973735
316	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21975482	21975548	21973643	21973735	21978775	21978856
317	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21978775	21978856	21973643	21973735	21979931	21980073
318	"ENSMUSG00000029014.15"	"Dnajc2"	chr5	-	21986318	21986394	21981714	21981813	21988044	21988146
319	"ENSMUSG00000026113.18"	"Inpp4a"	chr1	+	37403190	37403309	37397588	37397633	37405243	37405360
323	"ENSMUSG00000026113.18"	"Inpp4a"	chr1	+	37429129	37429270	37428730	37428857	37432023	37432121
324	"ENSMUSG00000038515.11"	"Grtp1"	chr8	-	13229322	13229508	13225161	13227142	13229582	13229755
325	"ENSMUSG00000038515.11"	"Grtp1"	chr8	-	13229582	13229755	13229322	13229508	13236882	13236979
326	"ENSMUSG00000038515.11"	"Grtp1"	chr8	-	13238509	13238560	13236882	13236979	13239622	13239747
327	"ENSMUSG00000038515.11"	"Grtp1"	chr8	-	13239622	13239747	13236882	13236979	13250048	13250200
330	"ENSMUSG00000022185.20"	"Acin1"	chr14	-	54890670	54890735	54889173	54889315	54891136	54891152
331	"ENSMUSG00000022185.20"	"Acin1"	chr14	-	54904529	54904618	54901828	54903091	54916697	54916809
333	"ENSMUSG00000022185.20"	"Acin1"	chr14	-	54922467	54922533	54916697	54916809	54923925	54924388
335	"ENSMUSG00000033545.15"	"Znrf1"	chr8	+	112345837	112345943	112335924	112336020	112348227	112348296
337	"ENSMUSG00000001964.15"	"Emd"	chrX	+	73300483	73300530	73299348	73299482	73300612	73300967
348	"ENSMUSG00000002365.11"	"Snx9"	chr17	+	5940349	5940424	5937271	5937358	5942048	5942174
349	"ENSMUSG00000002365.11"	"Snx9"	chr17	+	5958856	5958974	5958628	5958754	5968654	5968785
350	"ENSMUSG00000002365.11"	"Snx9"	chr17	+	5974879	5974956	5972404	5972482	5976346	5976436
351	"ENSMUSG00000023330.13"	"Dtwd1"	chr2	+	125996465	125996780	125994060	125994134	126001689	126001948
352	"ENSMUSG00000023330.13"	"Dtwd1"	chr2	+	126000329	126000473	125996460	125996780	126001689	126001948
353	"ENSMUSG00000068744.13"	"Psrc1"	chr3	+	108292285	108292724	108291689	108291747	108293608	108293723
354	"ENSMUSG00000068744.13"	"Psrc1"	chr3	+	108293608	108293723	108292285	108292724	108293815	108294052
359	"ENSMUSG00000037236.17"	"Matr3"	chr18	+	35721384	35721506	35720683	35720906	35723432	35723517
360	"ENSMUSG00000120457.1"	"ENSMUSG00000120457"	chr1	-	154918773	154918874	154917283	154917622	154930415	154930606
361	"ENSMUSG00000121352.1"	"ENSMUSG00000121352"	chr7	-	3871476	3871761	3871027	3871327	3871942	3872151
362	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25072605	25072670	25071704	25071880	25075611	25075729
363	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25072605	25072670	25071704	25071880	25076489	25076598
364	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25075611	25075729	25071704	25071880	25076489	25076598
365	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25075611	25075729	25072605	25072670	25076489	25076598
366	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25076489	25076598	25071704	25071880	25080286	25080388
367	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25076489	25076598	25075611	25075729	25079919	25080023
368	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25079919	25080023	25076489	25076598	25080286	25080388
369	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25079919	25080023	25076489	25076598	25082650	25082730
370	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25080286	25080388	25076489	25076598	25082650	25082730
371	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25080286	25080388	25079919	25080023	25082650	25082730
372	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25080286	25080388	25079919	25080023	25083166	25083424
373	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25082650	25082730	25079919	25080023	25083166	25083424
374	"ENSMUSG00000024158.18"	"Hagh"	chr17	+	25082650	25082730	25080286	25080388	25083166	25083424
375	"ENSMUSG00000024683.7"	"Mrpl16"	chr19	+	11748165	11748231	11747754	11747888	11750238	11750387
376	"ENSMUSG00000035011.16"	"Zbtb7a"	chr10	+	80979795	80981051	80972382	80972493	80983803	80984277
377	"ENSMUSG00000070385.13"	"Ampd1"	chr3	+	103005985	103006159	103002957	103003078	103006341	103006452
378	"ENSMUSG00000004558.16"	"Ndrg2"	chr14	-	52144146	52144182	52143969	52144021	52144405	52144453
379	"ENSMUSG00000004558.16"	"Ndrg2"	chr14	-	52144405	52144453	52144146	52144182	52144702	52144754
380	"ENSMUSG00000004558.16"	"Ndrg2"	chr14	-	52148542	52148584	52148136	52148242	52148922	52149003
381	"ENSMUSG00000076498.3"	"Trbc2"	chr6	+	41524543	41524561	41523663	41524038	41524705	41524812
382	"ENSMUSG00000076498.3"	"Trbc2"	chr6	+	41524705	41524812	41524543	41524561	41525094	41525286
383	"ENSMUSG00000004393.11"	"Ddx56"	chr11	-	6209546	6209620	6208918	6209258	6211615	6211721
384	"ENSMUSG00000004393.11"	"Ddx56"	chr11	-	6214675	6214795	6214123	6214237	6215511	6215756
385	"ENSMUSG00000004393.11"	"Ddx56"	chr11	-	6217417	6217579	6216810	6216971	6217659	6217772
386	"ENSMUSG00000015396.5"	"Cd83"	chr13	+	43951008	43951204	43938821	43938943	43953077	43953184
387	"ENSMUSG00000015396.5"	"Cd83"	chr13	+	43951008	43951204	43938821	43938943	43955032	43956608
388	"ENSMUSG00000015396.5"	"Cd83"	chr13	+	43953077	43953184	43938821	43938943	43955032	43956608
389	"ENSMUSG00000015396.5"	"Cd83"	chr13	+	43953077	43953184	43951008	43951204	43955032	43956608
390	"ENSMUSG00000030315.16"	"Vgll4"	chr6	-	114867577	114867767	114840844	114841040	114898277	114898782
391	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99142025	99142118	99141805	99141888	99142228	99142257
392	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99146331	99146441	99145159	99145268	99146582	99146741
393	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99147248	99147387	99146582	99146741	99147756	99147895
394	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99147248	99147387	99146582	99146741	99149742	99149826
395	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99147756	99147895	99146582	99146741	99148343	99148463
396	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99147756	99147895	99146582	99146741	99149742	99149826
397	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99147756	99147895	99147248	99147387	99149742	99149826
398	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99148343	99148463	99146582	99146741	99149742	99149842
399	"ENSMUSG00000037570.17"	"Mcrs1"	chr15	-	99148343	99148463	99147756	99147895	99149742	99149842
400	"ENSMUSG00000019478.18"	"Rab4a"	chr8	+	124550552	124550633	124532723	124532905	124556971	124557126
401	"ENSMUSG00000019478.18"	"Rab4a"	chr8	+	124554062	124554177	124550552	124550633	124556971	124557126
402	"ENSMUSG00000019478.18"	"Rab4a"	chr8	+	124555734	124555797	124554062	124554177	124556971	124557126
403	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84783275	84783884	84761409	84761457	84793879	84793974
404	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84793879	84793974	84783275	84783884	84805726	84805955
405	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84806592	84806688	84805726	84805955	84815911	84816056
406	"ENSMUSG00000035620.16"	"Ric8b"	chr10	+	84827983	84828128	84815911	84816056	84837645	84837765
408	"ENSMUSG00000014470.5"	"Rnf166"	chr8	-	123194700	123194808	123192885	123193973	123194978	123195093
409	"ENSMUSG00000014470.5"	"Rnf166"	chr8	-	123194978	123195093	123194700	123194808	123195352	123195465
410	"ENSMUSG00000014470.5"	"Rnf166"	chr8	-	123196938	123197095	123195352	123195465	123202601	123202803
411	"ENSMUSG00000022881.16"	"Rfc4"	chr16	-	22933356	22933482	22933194	22933275	22934124	22934245
412	"ENSMUSG00000022881.16"	"Rfc4"	chr16	-	22934464	22934608	22934124	22934245	22936693	22936813
413	"ENSMUSG00000022881.16"	"Rfc4"	chr16	-	22939658	22939738	22936693	22936813	22943285	22943364
414	"ENSMUSG00000022881.16"	"Rfc4"	chr16	-	22943285	22943364	22939658	22939738	22946149	22946291
415	"ENSMUSG00000022881.16"	"Rfc4"	chr16	-	22946149	22946291	22943285	22943364	22946434	22946467
416	"ENSMUSG00000022108.9"	"Itm2b"	chr14	-	73603191	73603302	73601981	73602132	73603760	73603967
417	"ENSMUSG00000026094.15"	"Stk17b"	chr1	-	53801747	53801796	53800140	53800320	53803190	53803317
418	"ENSMUSG00000026094.15"	"Stk17b"	chr1	-	53805079	53805224	53803190	53803317	53810768	53810981
419	"ENSMUSG00000026094.15"	"Stk17b"	chr1	-	53810768	53810981	53805079	53805224	53824232	53824383
420	"ENSMUSG00000026094.15"	"Stk17b"	chr1	-	53815675	53815838	53810768	53810981	53824232	53824383
421	"ENSMUSG00000029613.16"	"Eif2ak1"	chr5	+	143808680	143808839	143803542	143803763	143810568	143810702
422	"ENSMUSG00000029613.16"	"Eif2ak1"	chr5	+	143820790	143820848	143818970	143819070	143821473	143821798
423	"ENSMUSG00000029613.16"	"Eif2ak1"	chr5	+	143833982	143834094	143826213	143826314	143838602	143841069
424	"ENSMUSG00000029613.16"	"Eif2ak1"	chr5	+	143834292	143834375	143833982	143834094	143838602	143841069
425	"ENSMUSG00000029613.16"	"Eif2ak1"	chr5	+	143835831	143836065	143834292	143834375	143838602	143841069
429	"ENSMUSG00000057101.9"	"Zfp180"	chr7	+	23784850	23784931	23781348	23781663	23797245	23797320
430	"ENSMUSG00000028295.15"	"Smim8"	chr4	-	34771257	34771414	34768663	34769147	34778278	34778423
434	"ENSMUSG00000032077.6"	"Bud13"	chr9	+	46197640	46197731	46194305	46194471	46198314	46198399
436	"ENSMUSG00000004633.18"	"Chn2"	chr6	+	54250060	54250138	54197401	54197687	54263078	54263163
438	"ENSMUSG00000004633.18"	"Chn2"	chr6	+	54270022	54270100	54267251	54267425	54272768	54272906
443	"ENSMUSG00000028062.16"	"Lamtor2"	chr3	-	88458002	88458092	88457125	88457311	88459661	88459824
444	"ENSMUSG00000028062.16"	"Lamtor2"	chr3	-	88459661	88459824	88458002	88458092	88460036	88460166
445	"ENSMUSG00000028062.16"	"Lamtor2"	chr3	-	88459661	88459824	88458002	88458092	88460102	88460331
446	"ENSMUSG00000028709.4"	"Mob3c"	chr4	+	115690829	115691032	115688419	115688886	115691318	115693382
447	"ENSMUSG00000097320.9"	"Tmem147os"	chr7	+	30431838	30432186	30429003	30429279	30434128	30434193
448	"ENSMUSG00000097320.9"	"Tmem147os"	chr7	+	30436725	30436784	30435240	30435387	30444973	30445354
449	"ENSMUSG00000006526.14"	"Stimate"	chr14	+	30592707	30592820	30588579	30588701	30593437	30593515
450	"ENSMUSG00000006526.14"	"Stimate"	chr14	+	30593437	30593515	30592707	30592820	30594506	30594656
451	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55654118	55654180	55653746	55653981	55655142	55655179
452	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55655142	55655179	55654118	55654180	55655300	55655437
453	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55655142	55655179	55654585	55654936	55655300	55655437
454	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55655676	55655693	55655300	55655437	55656020	55656139
455	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55655676	55655693	55655300	55655437	55656592	55656623
456	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55656020	55656139	55655300	55655437	55656592	55656623
458	"ENSMUSG00000021493.16"	"Pdlim7"	chr13	-	55656592	55656623	55655300	55655437	55656704	55656856
459	"ENSMUSG00000020882.18"	"Cacnb1"	chr11	-	97901121	97901202	97900683	97900742	97902691	97902768
460	"ENSMUSG00000020882.18"	"Cacnb1"	chr11	-	97901452	97901472	97901121	97901202	97902691	97902768
461	"ENSMUSG00000020882.18"	"Cacnb1"	chr11	-	97902168	97902323	97901121	97901202	97902691	97902768
462	"ENSMUSG00000041827.16"	"Oasl1"	chr5	+	115070781	115071023	115067898	115068062	115073979	115074127
463	"ENSMUSG00000041827.16"	"Oasl1"	chr5	+	115073979	115074127	115070781	115071023	115074976	115075971
464	"ENSMUSG00000022844.9"	"Pdia5"	chr16	-	35243235	35243372	35231296	35231367	35250102	35250174
465	"ENSMUSG00000022844.9"	"Pdia5"	chr16	-	35276465	35276511	35273820	35273913	35276831	35276915
466	"ENSMUSG00000066364.3"	"Serpina3b"	chr12	+	104096708	104097357	104094254	104094333	104099123	104099397
467	"ENSMUSG00000026333.15"	"Gin1"	chr1	+	97703171	97703317	97697896	97697980	97705050	97705244
468	"ENSMUSG00000026333.15"	"Gin1"	chr1	+	97705050	97705244	97697896	97697980	97710918	97710957
469	"ENSMUSG00000026333.15"	"Gin1"	chr1	+	97705050	97705244	97697896	97697980	97712477	97712669
470	"ENSMUSG00000026333.15"	"Gin1"	chr1	+	97710651	97710957	97705050	97705244	97712477	97712669
471	"ENSMUSG00000026333.15"	"Gin1"	chr1	+	97710918	97710957	97697921	97697980	97712477	97712669
472	"ENSMUSG00000026333.15"	"Gin1"	chr1	+	97710918	97710957	97705050	97705244	97712477	97712669
478	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102465906	102466186	102463776	102464211	102467526	102467732
481	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102467526	102467732	102465906	102466186	102471706	102471793
482	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102471706	102471793	102461786	102464211	102473320	102473518
483	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102484524	102484638	102480040	102480274	102490493	102490616
484	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102484524	102484638	102480040	102480274	102492473	102492569
485	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102490493	102490616	102480040	102480274	102492473	102492569
486	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102490493	102490616	102484524	102484638	102492473	102492569
487	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102492473	102492569	102484524	102484638	102503461	102503733
488	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102498894	102498927	102496890	102496959	102500754	102500792
489	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102498894	102498927	102496890	102496959	102503102	102503180
491	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102500754	102500792	102496890	102496959	102503102	102503180
492	"ENSMUSG00000032534.19"	"Cep63"	chr9	-	102500754	102500792	102498894	102498927	102503102	102503180
493	"ENSMUSG00000000916.16"	"Nsun5"	chr5	+	135399044	135399167	135398806	135398930	135400351	135400460
494	"ENSMUSG00000000916.16"	"Nsun5"	chr5	+	135400094	135400269	135399044	135399167	135400351	135400460
495	"ENSMUSG00000000916.16"	"Nsun5"	chr5	+	135400351	135400460	135399044	135399167	135402807	135402946
496	"ENSMUSG00000000916.16"	"Nsun5"	chr5	+	135403037	135403153	135402807	135402946	135403780	135403959
497	"ENSMUSG00000000916.16"	"Nsun5"	chr5	+	135404408	135404552	135404128	135404339	135404729	135405652
498	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20401379	20401484	20398229	20398462	20402771	20402907
499	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20402771	20402907	20401379	20401484	20406422	20406565
500	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20406422	20406565	20402771	20402907	20408091	20408208
501	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20406422	20406565	20402771	20402907	20424397	20424522
502	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20408091	20408208	20402771	20402907	20417913	20421410
503	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20408091	20408208	20402771	20402907	20424397	20424522
504	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20408091	20408208	20406422	20406565	20413330	20413518
505	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20408091	20408208	20406422	20406565	20424397	20424522
506	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20409822	20409984	20408091	20408208	20413330	20413518
507	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20409822	20409984	20408091	20408208	20417913	20421410
508	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20409822	20409984	20408091	20408208	20424397	20424522
509	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20409822	20409984	20408091	20408208	20431816	20431889
510	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20413330	20413518	20406422	20406565	20424397	20424522
511	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20413330	20413518	20408091	20408208	20417913	20418135
512	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20413330	20413518	20408091	20408208	20424397	20424522
513	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20413330	20413518	20409822	20409984	20417913	20418135
514	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20413330	20413518	20409822	20409984	20424397	20424522
515	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20424397	20424522	20406422	20406565	20425577	20425681
516	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20427842	20428067	20425577	20425681	20428467	20428591
517	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20431816	20431889	20428831	20428951	20432984	20433557
518	"ENSMUSG00000039599.17"	"Fam149b"	chr14	+	20431820	20431889	20428831	20428951	20432984	20433344
519	"ENSMUSG00000086587.9"	"Gm11837"	chr4	+	14938483	14938557	14936440	14936539	14942199	14942275
520	"ENSMUSG00000086587.9"	"Gm11837"	chr4	+	14942199	14942275	14936440	14936539	14947438	14947545
521	"ENSMUSG00000086587.9"	"Gm11837"	chr4	+	14947438	14947545	14942199	14942275	14952620	14953031
522	"ENSMUSG00000041859.11"	"Mcm3"	chr1	-	20888016	20888129	20887466	20887675	20890354	20890536
523	"ENSMUSG00000022223.10"	"Sdr39u1"	chr14	-	56135699	56135843	56134739	56135469	56136640	56136762
524	"ENSMUSG00000022223.10"	"Sdr39u1"	chr14	-	56137103	56137186	56136640	56136762	56137270	56137377
525	"ENSMUSG00000022223.10"	"Sdr39u1"	chr14	-	56137270	56137377	56136640	56136762	56137646	56137715
526	"ENSMUSG00000018752.20"	"Tnfsfm13"	chr11	-	69575043	69575159	69574679	69574818	69575310	69575358
527	"ENSMUSG00000018752.20"	"Tnfsfm13"	chr11	-	69575043	69575162	69574679	69574818	69575310	69575358
528	"ENSMUSG00000018752.20"	"Tnfsfm13"	chr11	-	69575310	69575358	69574679	69574818	69575485	69575564
529	"ENSMUSG00000035545.14"	"Leng8"	chr7	+	4144021	4144132	4142934	4143042	4145030	4145283
530	"ENSMUSG00000015478.14"	"Rnf5"	chr17	-	34820714	34820832	34820064	34820640	34820907	34820962
531	"ENSMUSG00000015478.14"	"Rnf5"	chr17	-	34820907	34820962	34820714	34820832	34821058	34821171
532	"ENSMUSG00000015478.14"	"Rnf5"	chr17	-	34821264	34821283	34821058	34821171	34822307	34822664
533	"ENSMUSG00000019841.16"	"Rev3l"	chr10	+	39693137	39693375	39689966	39690086	39696443	39696586
534	"ENSMUSG00000019841.16"	"Rev3l"	chr10	+	39730694	39730804	39727862	39728069	39735102	39735217
535	"ENSMUSG00000019841.16"	"Rev3l"	chr10	+	39739733	39739924	39738689	39738827	39740589	39740836
536	"ENSMUSG00000060063.10"	"Alox5ap"	chr5	+	149209190	149209290	149201576	149201992	149215985	149216056
537	"ENSMUSG00000060063.10"	"Alox5ap"	chr5	+	149209190	149209290	149201576	149201992	149222153	149222235
538	"ENSMUSG00000060063.10"	"Alox5ap"	chr5	+	149215985	149216056	149201576	149201992	149222153	149222235
539	"ENSMUSG00000060063.10"	"Alox5ap"	chr5	+	149215985	149216056	149209190	149209290	149222153	149222235
540	"ENSMUSG00000060063.10"	"Alox5ap"	chr5	+	149222153	149222235	149209190	149209290	149224381	149224560
541	"ENSMUSG00000014177.11"	"Tvp23b"	chr11	+	62772762	62772845	62770280	62770421	62774452	62774597
542	"ENSMUSG00000014177.11"	"Tvp23b"	chr11	+	62775901	62775991	62774452	62774597	62777014	62777146
543	"ENSMUSG00000014177.11"	"Tvp23b"	chr11	+	62777014	62777146	62775901	62775991	62782767	62782896
544	"ENSMUSG00000014177.11"	"Tvp23b"	chr11	+	62777014	62777146	62775901	62775991	62784947	62786011
545	"ENSMUSG00000014177.11"	"Tvp23b"	chr11	+	62782767	62782896	62775901	62775991	62784947	62786011
546	"ENSMUSG00000014177.11"	"Tvp23b"	chr11	+	62782767	62782896	62777014	62777146	62784947	62786011
547	"ENSMUSG00000021280.10"	"Exoc3l4"	chr12	+	111394891	111395011	111394353	111394468	111395090	111395243
549	"ENSMUSG00000032939.15"	"Nup93"	chr8	+	95007898	95007961	94970281	94970399	95013116	95013245
550	"ENSMUSG00000032939.15"	"Nup93"	chr8	+	95013116	95013245	95007898	95007961	95019295	95019370
551	"ENSMUSG00000032939.15"	"Nup93"	chr8	+	95030787	95030881	95030227	95030393	95031867	95032059
552	"ENSMUSG00000032939.15"	"Nup93"	chr8	+	95036215	95036333	95035531	95035650	95036926	95037010
554	"ENSMUSG00000011877.14"	"Git1"	chr11	+	77397004	77397068	77396705	77396888	77397221	77398612
